dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
NC,Nanchang,11,这个比那个好。,□只比许只好,,kei tsɑʔ pi he tsɑʔ hɑu,kei213 tsɑʔ5 pi21324 he213 tsɑʔ5 hɑu213,kei t͡sɑʔ pi he t͡sɑʔ hɑu,kei213 t͡sɑʔ5 pi21324 he213 t͡sɑʔ5 hɑu213
NC,Nanchang,12,这些房子不如那些房子好。,□些屋冒有许些屋好,,kei ɕiɛʔ uʔ mɑu iu he ɕiɛʔ uʔ hɑu,kei213 ɕiɛʔ5 uʔ5 mɑu21 iu213 he213 ɕiɛʔ5 uʔ5 hɑu213,kei ɕiɛʔ uʔ mɑu iu he ɕiɛʔ uʔ hɑu,kei213 ɕiɛʔ5 uʔ5 mɑu21 iu213 he213 ɕiɛʔ5 uʔ5 hɑu213
NC,Nanchang,13,这句话用成都话怎么说?,,,,,,
NC,Nanchang,14,拿得动吗?,搦得动啵,,lɑʔ tɛʔ tˈuŋ po,lɑʔ5 tɛʔ02 tˈuŋ21 po02,lɑʔ tɛʔ tʰuŋ po,lɑʔ5 tɛʔ02 tʰuŋ21 po02
NC,Nanchang,15,我拿得动，他拿不动。,我搦得动，渠搦不动,,ŋo lɑʔ tɛʔ tˈuŋ tɕiɛ lɑʔ pɨʔ tˈuŋ,ŋo213 lɑʔ5 tɛʔ02 tˈuŋ21 tɕiɛ lɑʔ5 pɨʔ02 tˈuŋ21,ŋo lɑʔ tɛʔ tʰuŋ t͡ɕiɛ lɑʔ pɨʔ tʰuŋ,ŋo213 lɑʔ5 tɛʔ02 tʰuŋ21 t͡ɕiɛ lɑʔ5 pɨʔ02 tʰuŋ21
NC,Nanchang,16,真不轻，重得连我也拿不动。,□真蛮重，重得连我都搦不动,,tɔʔ tsɨn man tsˈuŋ tsˈuŋ tɛʔ liɛn ŋo tu lɑʔ pɨʔ tˈuŋ,tɔʔ2 tsɨn42 man42 tsˈuŋ42 tsˈuŋ42 tɛʔ02 liɛn45 ŋo213 tu04 lɑʔ5 pɨʔ02 tˈuŋ21,tɔʔ t͡sɨn man t͡sʰuŋ t͡sʰuŋ tɛʔ liɛn ŋo tu lɑʔ pɨʔ tʰuŋ,tɔʔ2 t͡sɨn42 man42 t͡sʰuŋ42 t͡sʰuŋ42 tɛʔ02 liɛn45 ŋo213 tu04 lɑʔ5 pɨʔ02 tʰuŋ21
NC,Nanchang,17,你说得很好，你还会说点什么呢?,你话得蛮好，你还会话滴子什哩呢,,n̩ uɑ tɛʔ man hɑu n̩ haaʔ ui uɑ tiɑʔ tsɿ sɨʔ li le,n̩213 uɑ21 tɛʔ02 man42 hɑu213 n̩213 haaʔ5 ui21 uɑ21 tiɑʔ02 tsɿ02 sɨʔ5 li45 le04,n̩ uɑ tɛʔ man hɑu n̩ haaʔ ui uɑ tiɑʔ t͡sɹ̩ sɨʔ li le,n̩213 uɑ21 tɛʔ02 man42 hɑu213 n̩213 haaʔ5 ui21 uɑ21 tiɑʔ02 t͡sɹ̩02 sɨʔ5 li45 le04
NC,Nanchang,18,我嘴笨，我说不过他。,我嘴巴不会话，我话渠不赢,,ŋo tsui pɑ pɨi uɑ ŋo uɑ tɕie pɨʔ iɑŋ,ŋo21324 tsui213 pɑ04 pɨi42 uɑ21 ŋo213 uɑ21 tɕie213 pɨʔ5 iɑŋ45,ŋo t͡sui pɑ pɨi uɑ ŋo uɑ t͡ɕie pɨʔ iɑŋ,ŋo21324 t͡sui213 pɑ04 pɨi42 uɑ21 ŋo213 uɑ21 t͡ɕie213 pɨʔ5 iɑŋ45
NC,Nanchang,19,说了一遍，又说一遍。,话了一到，又话一到,,uɑ liɛu iʔ tɑu iu uɑ iʔ tɑu,uɑ21 liɛu02 iʔ5 tɑu45 iu21 uɑ21 iʔ5 tɑu45,uɑ liɛu iʔ tɑu iu uɑ iʔ tɑu,uɑ21 liɛu02 iʔ5 tɑu45 iu21 uɑ21 iʔ5 tɑu45
NC,Nanchang,20,请你再说一遍。,请你再话一到,,tɕˈiɑŋ n̩ tsai uɑ iʔ tɑu,tɕˈiɑŋ21324 n̩213 tsai45 uɑ21 iʔ5 tɑu45,t͡ɕʰiɑŋ n̩ t͡sai uɑ iʔ tɑu,t͡ɕʰiɑŋ21324 n̩213 t͡sai45 uɑ21 iʔ5 tɑu45
NC,Nanchang,21,不早了，快去吧。,差不多了哦，快去吵,,tsˈɑ pɨʔ to lo kˈuai tɕˈie sɑ,tsˈɑ42 pɨʔ02 to42 lo02 kˈuai21324 tɕˈie213 sɑ04,t͡sʰɑ pɨʔ to lo kʰuai t͡ɕʰie sɑ,t͡sʰɑ42 pɨʔ02 to42 lo02 kʰuai21324 t͡ɕʰie213 sɑ04
NC,Nanchang,22,现在还早着呢，等一会儿再去吧。,箇现在还早得恶呢，晏下子再去啰,,ko ɕiɛn tsˈai haʔ tsɑu tɛʔ ŋɔʔ le ŋan ɑ tsɿ tsai tɕˈie lo,ko213 ɕiɛn21 tsˈai21 haʔ5 tsɑu213 tɛʔ04 ŋɔʔ5 le02 ŋan45 ɑ04 tsɿ04 tsai45 tɕˈie213 lo04,ko ɕiɛn t͡sʰai haʔ t͡sɑu tɛʔ ŋɔʔ le ŋan ɑ t͡sɹ̩ t͡sai t͡ɕʰie lo,ko213 ɕiɛn21 t͡sʰai21 haʔ5 t͡sɑu213 tɛʔ04 ŋɔʔ5 le02 ŋan45 ɑ04 t͡sɹ̩04 t͡sai45 t͡ɕʰie213 lo04
NC,Nanchang,23,吃了饭再去好吗?,吃了饭再去好啵,,tɕˈiɑʔ liɛu fan tsai tɕˈie hɑu po,tɕˈiɑʔ5 liɛu02 fan21 tsai45 tɕˈie213 hɑu213 po04,t͡ɕʰiɑʔ liɛu fan t͡sai t͡ɕʰie hɑu po,t͡ɕʰiɑʔ5 liɛu02 fan21 t͡sai45 t͡ɕʰie213 hɑu213 po04
NC,Nanchang,24,慢慢儿吃啊，不要着急。,慢慢子吃哈，不要急,,man man tsɿ tɕˈiɑʔ hɑ pɨʔ iɛu tɕiʔ,man21 man21 tsɿ02 tɕˈiɑʔ5 hɑ02 pɨʔ5 iɛu45 tɕiʔ5,man man t͡sɹ̩ t͡ɕʰiɑʔ hɑ pɨʔ iɛu t͡ɕiʔ,man21 man21 t͡sɹ̩02 t͡ɕʰiɑʔ5 hɑ02 pɨʔ5 iɛu45 t͡ɕiʔ5
NC,Nanchang,25,坐着吃比站着吃好些。,坐到吃比徛到吃好些,,tsˈo tɑu tɕˈiɑʔ pi tɕˈi tɑu tɕˈiɑʔ hɑu ɕiɛʔ,tsˈo21 tɑu02 tɕˈiɑʔ5 pi213 tɕˈi21 tɑu02 tɕˈiɑʔ5 hɑu213 ɕiɛʔ5,t͡sʰo tɑu t͡ɕʰiɑʔ pi t͡ɕʰi tɑu t͡ɕʰiɑʔ hɑu ɕiɛʔ,t͡sʰo21 tɑu02 t͡ɕʰiɑʔ5 pi213 t͡ɕʰi21 tɑu02 t͡ɕʰiɑʔ5 hɑu213 ɕiɛʔ5
NC,Nanchang,26,他吃了饭了，你吃了饭没有呢?,渠吃了饭个，你吃了饭啵,,tɕie tɕˈiɑʔ liɛu fan ko n̩ tɕˈiɑʔ liɛu fan po,tɕie213 tɕˈiɑʔ5 liɛu02 fan21 ko02 n̩213 tɕˈiɑʔ5 liɛu02 fan21 po02,t͡ɕie t͡ɕʰiɑʔ liɛu fan ko n̩ t͡ɕʰiɑʔ liɛu fan po,t͡ɕie213 t͡ɕʰiɑʔ5 liɛu02 fan21 ko02 n̩213 t͡ɕʰiɑʔ5 liɛu02 fan21 po02
NC,Nanchang,27,他去过上海，我没有去过。,渠去过上海，我冒去过,,tɕie tɕˈie kuo sɔŋ hai ŋo mɑu tɕˈie kuo,tɕie21324 tɕˈie213 kuo04 sɔŋ21 hai213 ŋo213 mɑu21 tɕˈie213 kuo45,t͡ɕie t͡ɕʰie kuo sɔŋ hai ŋo mɑu t͡ɕʰie kuo,t͡ɕie21324 t͡ɕʰie213 kuo04 sɔŋ21 hai213 ŋo213 mɑu21 t͡ɕʰie213 kuo45
NC,Nanchang,28,来闻闻这朵花香不香。,来嗅下看□朵花香啵,,lai ɕiuŋ ŋɑ kˈɵn kei to fɑ ɕiɔŋ po,lai45 ɕiuŋ45 ŋɑ04 kˈɵn213 kei21324 to213 fɑ42 ɕiɔŋ42 po02,lai ɕiuŋ ŋɑ kʰɵn kei to fɑ ɕiɔŋ po,lai45 ɕiuŋ45 ŋɑ04 kʰɵn213 kei21324 to213 fɑ42 ɕiɔŋ42 po02
NC,Nanchang,29,给我一本书。,搦我一本书,,lɑʔ ŋo iʔ pɨn ɕy,lɑʔ5 ŋo213 iʔ5 pɨn213 ɕy42,lɑʔ ŋo iʔ pɨn ɕy,lɑʔ5 ŋo213 iʔ5 pɨn213 ɕy42
NC,Nanchang,30,我真的没有那本书呀。,我真个冒有许本书欸,,ŋo tsɨn ko mɑu iu he pɨn ɕye,ŋo213 tsɨn42 ko02 mɑu21 iu213 he21324 pɨn213 ɕye42,ŋo t͡sɨn ko mɑu iu he pɨn ɕye,ŋo213 t͡sɨn42 ko02 mɑu21 iu213 he21324 pɨn213 ɕye42
NC,Nanchang,31,你告诉他。,你告送渠,,n̩ kɑu suŋ tɕie,n̩213 kɑu45 suŋ04 tɕie213,n̩ kɑu suŋ t͡ɕie,n̩213 kɑu45 suŋ04 t͡ɕie213
NC,Nanchang,32,好好地走，不要跑。,好生子走，莫跑,,hɑu sɑŋ tsɿ tsɛu mɔʔ pˈɑu,hɑu213 sɑŋ42 tsɿ02 tsɛu213 mɔʔ2 pˈɑu213,hɑu sɑŋ t͡sɹ̩ t͡sɛu mɔʔ pʰɑu,hɑu213 sɑŋ42 t͡sɹ̩02 t͡sɛu213 mɔʔ2 pʰɑu213
NC,Nanchang,33,小心跌下去爬不上来。,招呼搭下去爬不上来,,tsɛu fu taʔ hɑ tɕˈie pˈɑ pɨʔ sɔŋ lai,tsɛu42 fu02 taʔ5 hɑ21 tɕˈie02 pˈɑ24 pɨʔ04 sɔŋ21 lai45,t͡sɛu fu taʔ hɑ t͡ɕʰie pʰɑ pɨʔ sɔŋ lai,t͡sɛu42 fu02 taʔ5 hɑ21 t͡ɕʰie02 pʰɑ24 pɨʔ04 sɔŋ21 lai45
NC,Nanchang,34,医生叫你多睡睡。,医生叫你多睏下子,,i sɛn tɕiɛu n̩ to kˈun nɑ tsɿ,i42 sɛn42 tɕiɛu45 n̩213 to42 kˈun213 nɑ04 tsɿ04,i sɛn t͡ɕiɛu n̩ to kʰun nɑ t͡sɹ̩,i42 sɛn42 t͡ɕiɛu45 n̩213 to42 kʰun213 nɑ04 t͡sɹ̩04
NC,Nanchang,35,抽烟或者喝茶都不许。,吃烟吃茶都不行,,tɕˈiɑʔ iɛn tɕˈiɑʔ tsˈɑ tu pɨʔ ɕin,tɕˈiɑʔ5 iɛn42 tɕˈiɑʔ5 tsˈɑ24 tu42 pɨʔ5 ɕin45,t͡ɕʰiɑʔ iɛn t͡ɕʰiɑʔ t͡sʰɑ tu pɨʔ ɕin,t͡ɕʰiɑʔ5 iɛn42 t͡ɕʰiɑʔ5 t͡sʰɑ24 tu42 pɨʔ5 ɕin45
NC,Nanchang,36,烟也好，茶也好，我都不喜欢。,烟也好，茶也好，我都不喜欢,,iɛn nɑ hɑu tsˈɑ iɑ hɑu ŋo tu pɨʔ ɕi fɵn,iɛn42 nɑ02 hɑu213 tsˈɑ24 iɑ04 hɑu213 ŋo213 tu42 pɨʔ04 ɕi213 fɵn04,iɛn nɑ hɑu t͡sʰɑ iɑ hɑu ŋo tu pɨʔ ɕi fɵn,iɛn42 nɑ02 hɑu213 t͡sʰɑ24 iɑ04 hɑu213 ŋo213 tu42 pɨʔ04 ɕi213 fɵn04
NC,Nanchang,37,不管你去不去，反正我是要去的。,不管你去不去，横直我是要去个,,pɨʔ kuɵn n̩ tɕˈie pɨʔ tɕˈie uɑŋ tsˈɨʔ ŋo sɿ iɛu tɕˈie ko,pɨʔ5 kuɵn213 n̩21324 tɕˈie213 pɨʔ04 tɕˈie213 uɑŋ45 tsˈɨʔ04 ŋo213 sɿ04 iɛu45 tɕˈie213 ko04,pɨʔ kuɵn n̩ t͡ɕʰie pɨʔ t͡ɕʰie uɑŋ t͡sʰɨʔ ŋo sɹ̩ iɛu t͡ɕʰie ko,pɨʔ5 kuɵn213 n̩21324 t͡ɕʰie213 pɨʔ04 t͡ɕʰie213 uɑŋ45 t͡sʰɨʔ04 ŋo213 sɹ̩04 iɛu45 t͡ɕʰie213 ko04
NC,Nanchang,38,我非去不可。,我不去不行,,ŋo pɨʔ tɕˈie pɨʔ ɕin,ŋo213 pɨʔ5 tɕˈie213 pɨʔ5 ɕin45,ŋo pɨʔ t͡ɕʰie pɨʔ ɕin,ŋo213 pɨʔ5 t͡ɕʰie213 pɨʔ5 ɕin45
NC,Nanchang,39,你是哪一年来的?,你是哪年子来个,,n̩ sɿ lɑ ȵiɛn tsɿ lai ko,n̩213 sɿ21 lɑ213 ȵiɛn45 tsɿ04 lai45 ko04,n̩ sɹ̩ lɑ ɲiɛn t͡sɹ̩ lai ko,n̩213 sɹ̩21 lɑ213 ɲiɛn45 t͡sɹ̩04 lai45 ko04
NC,Nanchang,40,我是前年到的北京。,我是前年子到个北京,,ŋo sɿ tɕˈiɛn ȵiɛn tsɿ tɑu ko pɛʔ tɕin,ŋo213 sɿ21 tɕˈiɛn24 ȵiɛn45 tsɿ04 tɑu45 ko04 pɛʔ5 tɕin42,ŋo sɹ̩ t͡ɕʰiɛn ɲiɛn t͡sɹ̩ tɑu ko pɛʔ t͡ɕin,ŋo213 sɹ̩21 t͡ɕʰiɛn24 ɲiɛn45 t͡sɹ̩04 tɑu45 ko04 pɛʔ5 t͡ɕin42
NC,Nanchang,41,今天开会谁的主席?,今日开会哪个当主席,,tɕin ȵiʔ kˈai fɨi lɑ ko tɔŋ tɕy ɕiʔ,tɕin42 ȵiʔ04 kˈai42 fɨi21 lɑ213 ko04 tɔŋ42 tɕy213 ɕiʔ5,t͡ɕin ɲiʔ kʰai fɨi lɑ ko tɔŋ t͡ɕy ɕiʔ,t͡ɕin42 ɲiʔ04 kʰai42 fɨi21 lɑ213 ko04 tɔŋ42 t͡ɕy213 ɕiʔ5
NC,Nanchang,42,你得请我的客。,你要请我个客,,n̩ iɛu tɕˈiɑŋ ŋo ko kɑʔ,n̩213 iɛu45 tɕˈiɑŋ21324 ŋo213 ko04 kɑʔ5,n̩ iɛu t͡ɕʰiɑŋ ŋo ko kɑʔ,n̩213 iɛu45 t͡ɕʰiɑŋ21324 ŋo213 ko04 kɑʔ5
NC,Nanchang,43,一边走，一边讲。,一边走，一边话,,iʔ piɛn tsɛu iʔ piɛn uɑ,iʔ5 piɛn42 tsɛu213 iʔ5 piɛn42 uɑ21,iʔ piɛn t͡sɛu iʔ piɛn uɑ,iʔ5 piɛn42 t͡sɛu213 iʔ5 piɛn42 uɑ21
NC,Nanchang,44,越走越远，越说越多。,"越走越远, 越话越多",,yɵʔ tsɛu yɵʔ yɵn yɵʔ uɑ yɵʔ to,yɵʔ5 tsɛu213 yɵʔ5 yɵn213 yɵʔ5 uɑ21 yɵʔ5 to42,yɵʔ t͡sɛu yɵʔ yɵn yɵʔ uɑ yɵʔ to,yɵʔ5 t͡sɛu213 yɵʔ5 yɵn213 yɵʔ5 uɑ21 yɵʔ5 to42
NC,Nanchang,45,把那个东西拿给我。,把许只东西搦得我,,pɑ he tsɑʔ tuŋ ɕi lɑʔ tɛʔ ŋo,pɑ21324 he213 tsɑʔ5 tuŋ42 ɕi02 lɑʔ5 tɛʔ04 ŋo213,pɑ he t͡sɑʔ tuŋ ɕi lɑʔ tɛʔ ŋo,pɑ21324 he213 t͡sɑʔ5 tuŋ42 ɕi02 lɑʔ5 tɛʔ04 ŋo213
NC,Nanchang,46,有些地方把太阳叫日头。,有些地方叫太阳做日头,,iu ɕiɛʔ tˈi foŋ tɕiɛu tˈai iɔŋ tsu ȵiʔ tˈɛu,iu213 ɕiɛʔ5 tˈi21 foŋ02 tɕiɛu45 tˈai213 iɔŋ04 tsu45 ȵiʔ5 tˈɛu02,iu ɕiɛʔ tʰi foŋ t͡ɕiɛu tʰai iɔŋ t͡su ɲiʔ tʰɛu,iu213 ɕiɛʔ5 tʰi21 foŋ02 t͡ɕiɛu45 tʰai213 iɔŋ04 t͡su45 ɲiʔ5 tʰɛu02
NC,Nanchang,47,您贵姓?我姓王。,你贵姓?我姓王,,n̩ kui ɕiɑŋ ŋo ɕiɑŋ uɔŋ,n̩213 kui45 ɕiɑŋ45 ŋo213 ɕiɑŋ45 uɔŋ45,n̩ kui ɕiɑŋ ŋo ɕiɑŋ uɔŋ,n̩213 kui45 ɕiɑŋ45 ŋo213 ɕiɑŋ45 uɔŋ45
NC,Nanchang,48,你姓王我也姓王，咱们两个人都姓王。,你姓王，我也姓王，我们两个人都姓王,,n̩ ɕiɑŋ uɔŋ ŋo ɑ ɕiɑŋ uɔŋ ŋo mɨn liɔŋ ko ȵin tu ɕiɑŋ uɔŋ,n̩213 ɕiɑŋ45 uɔŋ45 ŋo213 ɑ04 ɕiɑŋ45 uɔŋ45 ŋo213 mɨn04 liɔŋ213 ko04 ȵin45 tu42 ɕiɑŋ45 uɔŋ45,n̩ ɕiɑŋ uɔŋ ŋo ɑ ɕiɑŋ uɔŋ ŋo mɨn liɔŋ ko ɲin tu ɕiɑŋ uɔŋ,n̩213 ɕiɑŋ45 uɔŋ45 ŋo213 ɑ04 ɕiɑŋ45 uɔŋ45 ŋo213 mɨn04 liɔŋ213 ko04 ɲin45 tu42 ɕiɑŋ45 uɔŋ45
NC,Nanchang,49,你先去吧，我们等一会儿再去。,你边去啰，我箇里等下子再去,,n̩ piɛn tɕˈie lo ŋo ko li tɛn ɑ tsɿ tsai tɕˈie,n̩213 piɛn42 tɕˈie213 lo04 ŋo213 ko04 li04 tɛn213 ɑ04 tsɿ04 tsai45 tɕˈie213,n̩ piɛn t͡ɕʰie lo ŋo ko li tɛn ɑ t͡sɹ̩ t͡sai t͡ɕʰie,n̩213 piɛn42 t͡ɕʰie213 lo04 ŋo213 ko04 li04 tɛn213 ɑ04 t͡sɹ̩04 t͡sai45 t͡ɕʰie213
NC,Nanchang,50,你抽烟不抽?/你抽不抽烟?,你吃烟啵,,n̩ tɕˈiɑʔ iɛn po,n̩213 tɕˈiɑʔ5 iɛn42 po02,n̩ t͡ɕʰiɑʔ iɛn po,n̩213 t͡ɕʰiɑʔ5 iɛn42 po02
NC,Nanchang,51,你认得那个人不认得?,你认得许个人啵,,n̩ ȵin tɛʔ he ko ȵin po,n̩213 ȵin21 tɛʔ02 he213 ko04 ȵin45 po04,n̩ ɲin tɛʔ he ko ɲin po,n̩213 ɲin21 tɛʔ02 he213 ko04 ɲin45 po04
