dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
TB,Taibei,1,有一回,有一摆,,u tsit pai,u3311 tsit4432 pai53,u t͡sit pai,u3311 t͡sit4432 pai53
TB,Taibei,2,北风跟太阳在那儿争论谁的本事大,北风甲太阳在遐相争讲看啥人恰有本事,,pak hɔŋ kaʔ tˈai iɔŋ ti hia sio tsĩ kɔŋ kˈuã siã laŋ kˈaʔ u pun su,pak3244 hɔŋ44 kaʔ3244 tˈai1153 iɔŋ24 ti3311 hia44 sio4433 tsĩ44 kɔŋ5344 kˈuã1153 siã5344 laŋ24 kˈaʔ3244 u3311 pun5344 su33,pak hɔŋ kaʔ tʰai iɔŋ ti hia sio t͡sĩ kɔŋ kʰuã siã laŋ kʰaʔ u pun su,pak3244 hɔŋ44 kaʔ3244 tʰai1153 iɔŋ24 ti3311 hia44 sio4433 t͡sĩ44 kɔŋ5344 kʰuã1153 siã5344 laŋ24 kʰaʔ3244 u3311 pun5344 su33
TB,Taibei,3,争来争去就是分不出高低来,争来争去也争无一个输赢,,tsĩ lai tsĩ kˈi ia tsĩ bo tsit le su iã,tsĩ4433 lai2411 tsĩ4433 kˈi11 ia3311 tsĩ4433 bo2433 tsit4432 le2411 su4433 iã24,t͡sĩ lai t͡sĩ kʰi ia t͡sĩ bo t͡sit le su iã,t͡sĩ4433 lai2411 t͡sĩ4433 kʰi11 ia3311 t͡sĩ4433 bo2433 t͡sit4432 le2411 su4433 iã24
TB,Taibei,4,这时候路上来了个走道儿的,这个时候路边仔有一个人行过来,,tsit le si tsun lɔ pĩ a u tsit le laŋ kiã kue lai,tsit4432 le2433 si2411 tsun33 lɔ3311 pĩ4433 a53 u3311 tsit4432 le2411 laŋ24 kiã2411 kue1153 lai24,t͡sit le si t͡sun lɔ pĩ a u t͡sit le laŋ kiã kue lai,t͡sit4432 le2433 si2411 t͡sun33 lɔ3311 pĩ4433 a53 u3311 t͡sit4432 le2411 laŋ24 kiã2411 kue1153 lai24
TB,Taibei,5,他身上穿着件厚大衣,他身躯穿著一领厚大衣,,i sin kˈu tsˈiŋ tioʔ tsit liã kau tua i,i4433 sin4433 kˈu44 tsˈiŋ3311 tioʔ4432 tsit4432 liã5344 kau3311 tua3311 i44,i sin kʰu t͡sʰiŋ tioʔ t͡sit liã kau tua i,i4433 sin4433 kʰu44 t͡sʰiŋ3311 tioʔ4432 t͡sit4432 liã5344 kau3311 tua3311 i44
TB,Taibei,6,他们俩就说好了,他两个著讲好,,in lŋ e tioʔ kɔŋ ho,in4433 lŋ3311 e24 tioʔ4432 kɔŋ5344 ho53,in lŋ e tioʔ kɔŋ ho,in4433 lŋ3311 e24 tioʔ4432 kɔŋ5344 ho53
TB,Taibei,7,谁能先叫这个走道儿的脱下他的厚大衣,看啥人先有法度叫许个人褪去伊的大衣,,kˈuã siã laŋ siŋ u huat to kio hit le laŋ tˈŋ kˈi i e tua i,kˈuã1153 siã5344 laŋ24 siŋ4433 u3311 huat3244 to3311 kio1153 hit3244 le2411 laŋ24 tˈŋ1153 kˈi1153 i4433 e2411 tua3311 i44,kʰuã siã laŋ siŋ u huat to kio hit le laŋ tʰŋ kʰi i e tua i,kʰuã1153 siã5344 laŋ24 siŋ4433 u3311 huat3244 to3311 kio1153 hit3244 le2411 laŋ24 tʰŋ1153 kʰi1153 i4433 e2411 tua3311 i44
TB,Taibei,8,就算谁的本事大,著算讲啥人本事大,,tioʔ sŋ̩ kɔŋ siã laŋ pun su tua,tioʔ4432 sŋ̩1153 kɔŋ5344 siã5344 laŋ24 pun5344 su3311 tua33,tioʔ sŋ̩ kɔŋ siã laŋ pun su tua,tioʔ4432 sŋ̩1153 kɔŋ5344 siã5344 laŋ24 pun5344 su3311 tua33
TB,Taibei,9,北风就使劲儿地刮起来了,北风著拍拼吹起来,,pak hɔŋ tioʔ pˈaʔ piã tsˈe kˈi lai,pak3244 hɔŋ44 tioʔ4432 pˈaʔ3244 piã11 tsˈe44 kˈi11 lai24,pak hɔŋ tioʔ pʰaʔ piã t͡sʰe kʰi lai,pak3244 hɔŋ44 tioʔ4432 pʰaʔ3244 piã11 t͡sʰe44 kʰi11 lai24
TB,Taibei,10,不过他越是刮得厉害,□过伊愈吹,,m̩ ko i lu tsˈe,m̩3311 ko44 i4433 lu5344 tsˈe44,m̩ ko i lu t͡sʰe,m̩3311 ko44 i4433 lu5344 t͡sʰe44
