dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
SH,Shanghai,43,你得请我的客。,侬要请我吃饭个噢,,noŋ iɔ tɕˈiŋ ŋo tɕˈiɪʔ ve gəʔ ,noŋ13-33 iɔ35 tɕˈiŋ35-44 ŋo13 tɕˈiɪʔ5-4 ve13 gəʔ1-1 53-23,noŋ iɔ t͡ɕʰiŋ ŋo t͡ɕʰiɪʔ ve gəʔ ,noŋ13-33 iɔ35 t͡ɕʰiŋ35-44 ŋo13 t͡ɕʰiɪʔ5-4 ve13 gəʔ1-1 53-23
SH,Shanghai,44,一边走，一边讲。,一面走，一面讲,,iɪʔ mi tsɤ iɪʔ mi kɑ̃,iɪʔ5-3 mi13-44 tsɤ35 iɪʔ5-3 mi13-44 kɑ̃35,iɪʔ mi t͡sɤ iɪʔ mi kɑ̃,iɪʔ5-3 mi13-44 t͡sɤ35 iɪʔ5-3 mi13-44 kɑ̃35
SH,Shanghai,45,越走越远，越说越多。,越走越远，越讲越多,,ɦyɪʔ tsɤ ɦyɪʔ ɦyp ɦyɪʔ kɑ̃ ɦyɪʔ tu,ɦyɪʔ1-2 tsɤ35 ɦyɪʔ1-2 ɦyp13 ɦyɪʔ1-2 kɑ̃35 ɦyɪʔ1-2 tu53,ɦyɪʔ t͡sɤ ɦyɪʔ ɦyp ɦyɪʔ kɑ̃ ɦyɪʔ tu,ɦyɪʔ1-2 t͡sɤ35 ɦyɪʔ1-2 ɦyp13 ɦyɪʔ1-2 kɑ̃35 ɦyɪʔ1-2 tu53
SH,Shanghai,46,把那个东西拿给我。,拿伊面个物事拨我,,ne i mi gəʔ məʔ zɿ pəʔ ŋo,ne53 i53-55 mi13-33 gəʔ1-21 məʔ1-1 zɿ13-23 pəʔ5-4 ŋo13,ne i mi gəʔ məʔ zɹ̩ pəʔ ŋo,ne53 i53-55 mi13-33 gəʔ1-21 məʔ1-1 zɹ̩13-23 pəʔ5-4 ŋo13
SH,Shanghai,47,有些地方把太阳叫日头。,有种地方拿太阳叫日头,,ɦiɤ tsoŋ di fɑ̃ ne tˈa ɦiã tɕiɔ ȵiɪʔ dɤ,ɦiɤ13-22 tsoŋ35-44 di13-22 fɑ̃53-44 ne53 tˈa35-33 ɦiã13-44 tɕiɔ35 ȵiɪʔ1-1 dɤ13-23,ɦiɤ t͡soŋ di fɑ̃ ne tʰa ɦiã t͡ɕiɔ ɲiɪʔ dɤ,ɦiɤ13-22 t͡soŋ35-44 di13-22 fɑ̃53-44 ne53 tʰa35-33 ɦiã13-44 t͡ɕiɔ35 ɲiɪʔ1-1 dɤ13-23
SH,Shanghai,48,您贵姓?我姓王。,侬贵姓?我姓王,,noŋ kue ɕiŋ ŋo ɕiŋ ɦuɑ̃,noŋ13 kue35-33 ɕiŋ35-44 ŋo13 ɕiŋ35-44 ɦuɑ̃13,noŋ kue ɕiŋ ŋo ɕiŋ ɦuɑ̃,noŋ13 kue35-33 ɕiŋ35-44 ŋo13 ɕiŋ35-44 ɦuɑ̃13
SH,Shanghai,49,你姓王我也姓王，咱们两个人都姓王。,侬姓王，我也姓王，阿拉两家头侪姓王,,noŋ ɕiŋ ɦuɑ̃ ŋo ɦa ɕiŋ ɦuɑ̃ aʔ la liã ka dɤ ze ɕiŋ ɦuɑ̃,noŋ13 ɕiŋ35-44 ɦuɑ̃13 ŋo13 ɦa13 ɕiŋ35-44 ɦuɑ̃13 aʔ5-3 la53-44 liã13-22 ka53-55 dɤ13-21 ze13 ɕiŋ35-44 ɦuɑ̃13,noŋ ɕiŋ ɦuɑ̃ ŋo ɦa ɕiŋ ɦuɑ̃ aʔ la liã ka dɤ ze ɕiŋ ɦuɑ̃,noŋ13 ɕiŋ35-44 ɦuɑ̃13 ŋo13 ɦa13 ɕiŋ35-44 ɦuɑ̃13 aʔ5-3 la53-44 liã13-22 ka53-55 dɤ13-21 ze13 ɕiŋ35-44 ɦuɑ̃13
SH,Shanghai,50,你先去吧，我们等一会儿再去。,侬先去吪，阿拉等脱一歇再去,,noŋ ɕi tɕˈi vaʔ aʔ la təŋ tˈəʔ iɪʔ ɕiɪʔ tse tɕˈi,noŋ13 ɕi35-33 tɕˈi35-55 vaʔ1-21 aʔ5-3 la53-44 təŋ35-33 tˈəʔ5-55 iɪʔ5-33 ɕiɪʔ5-21 tse35-44 tɕˈi35,noŋ ɕi t͡ɕʰi vaʔ aʔ la təŋ tʰəʔ iɪʔ ɕiɪʔ t͡se t͡ɕʰi,noŋ13 ɕi35-33 t͡ɕʰi35-55 vaʔ1-21 aʔ5-3 la53-44 təŋ35-33 tʰəʔ5-55 iɪʔ5-33 ɕiɪʔ5-21 t͡se35-44 t͡ɕʰi35
SH,Shanghai,51,你抽烟不抽?/你抽不抽烟?,侬香烟吃吪,,noŋ ɕiã i tɕˈiɪʔ vaʔ,noŋ13 ɕiã53-55 i53-21 tɕˈiɪʔ5-3 vaʔ1-44,noŋ ɕiã i t͡ɕʰiɪʔ vaʔ,noŋ13 ɕiã53-55 i53-21 t͡ɕʰiɪʔ5-3 vaʔ1-44
SH,Shanghai,52,你认得那个人不认得?,侬认得哀面个人哦,,noŋ ȵiŋ təʔ e mi ɦəʔ ȵiŋ vaʔ,noŋ13 ȵiŋ13-22 təʔ5-4 e53-55 mi13-33 ɦəʔ1-33 ȵiŋ13-33 vaʔ1-21,noŋ ɲiŋ təʔ e mi ɦəʔ ɲiŋ vaʔ,noŋ13 ɲiŋ13-22 təʔ5-4 e53-55 mi13-33 ɦəʔ1-33 ɲiŋ13-33 vaʔ1-21
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
