dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_no_tone,ipa_converted_with_tone
CD,Chengdu,38,不管你去不去，反正我是要去的。,不管你去不去，横顺我是要去的。,,pu kuan ȵi tɕˈie pu tɕˈie xuən suən ŋo sɿ iau tɕˈie ni,pu31 kuan53 ȵi53 tɕˈie13 pu31 tɕˈie13 xuən31 suən13 ŋo sɿ13 iau13 tɕˈie13 ni1355,pu kuan ɲi t͡ɕʰie pu t͡ɕʰie xuən suən ŋo sɹ̩ iau t͡ɕʰie ni,pu31 kuan53 ɲi53 t͡ɕʰie13 pu31 t͡ɕʰie13 xuən31 suən13 ŋo sɹ̩13 iau13 t͡ɕʰie13 ni1355
CD,Chengdu,39,我非去不可。,我就是要去。,,ŋo tɕiəu sɿ iau tɕˈie,ŋo53 tɕiəu13 sɿ13 iau13 tɕˈie13,ŋo t͡ɕiəu sɹ̩ iau t͡ɕʰie,ŋo53 t͡ɕiəu13 sɹ̩13 iau13 t͡ɕʰie13
CD,Chengdu,40,你是哪一年来的?,你是哪一年来的?,,ȵi sɿ na i ȵian nai ni,ȵi53 sɿ13 na53 i31 ȵian31 nai31 ni55,ɲi sɹ̩ na i ɲian nai ni,ɲi53 sɹ̩13 na53 i31 ɲian31 nai31 ni55
CD,Chengdu,41,我是前年到的北京。,我是前年子到北京的。,,ŋo sɿ tɕˈian ȵian tsɿ tau pe tɕin ni,ŋo53 sɿ13 tɕˈian31 ȵian3155 tsɿ53 tau13 pe31 tɕin55 ni55,ŋo sɹ̩ t͡ɕʰian ɲian t͡sɹ̩ tau pe t͡ɕin ni,ŋo53 sɹ̩13 t͡ɕʰian31 ɲian3155 t͡sɹ̩53 tau13 pe31 t͡ɕin55 ni55
CD,Chengdu,42,今天开会谁的主席?,今天开会哪个当主席?,,tɕˈin tˈian kˈai xuei na ko taŋ tsu ɕi,tɕˈin55 tˈian55 kˈai55 xuei13 na53 ko13 taŋ55 tsu53 ɕi31,t͡ɕʰin tʰian kʰai xuei na ko taŋ t͡su ɕi,t͡ɕʰin55 tʰian55 kʰai55 xuei13 na53 ko13 taŋ55 t͡su53 ɕi31
CD,Chengdu,43,你得请我的客。,请客,,tɕˈin kˈe,tɕˈin53 kˈe31,t͡ɕʰin kʰe,t͡ɕʰin53 kʰe31
CD,Chengdu,44,一边走，一边讲。,一边走，一边摆。,,i pian tsəu i pian pai,i31 pian55 tsəu53 i31 pian55 pai53,i pian t͡səu i pian pai,i31 pian55 t͡səu53 i31 pian55 pai53
CD,Chengdu,45,越走越远，越说越多。,越走越远，越摆越多。,,ye tsəu ye yan ye pai ye to,ye31 tsəu53 ye31 yan53 ye31 pai53 ye31 to55,ye t͡səu ye yan ye pai ye to,ye31 t͡səu53 ye31 yan53 ye31 pai53 ye31 to55
CD,Chengdu,46,把那个东西拿给我。,把那个东西拿给我。,,pa na ko toŋ ɕi na ke ŋo,pa53 na13 ko1355 toŋ55 ɕi55 na31 ke55 ŋo53,pa na ko toŋ ɕi na ke ŋo,pa53 na13 ko1355 toŋ55 ɕi55 na31 ke55 ŋo53
CD,Chengdu,47,有些地方把太阳叫日头。,有的地方把太阳叫作日头。,,iəu ni ti faŋ pa tˈai iaŋ tɕiau tso zɿ tˈəu,iəu53 ni55 ti13 faŋ55 pa53 tˈai13 iaŋ tɕiau13 tso31 zɿ31 tˈəu31,iəu ni ti faŋ pa tʰai iaŋ t͡ɕiau t͡so zɹ̩ tʰəu,iəu53 ni55 ti13 faŋ55 pa53 tʰai13 iaŋ t͡ɕiau13 t͡so31 zɹ̩31 tʰəu31
CD,Chengdu,48,您贵姓?我姓王。,你贵姓?我姓王。,,ȵi kuei ɕin ŋo ɕin uaŋ,ȵi53 kuei13 ɕin13 ŋo53 ɕin13 uaŋ31,ɲi kuei ɕin ŋo ɕin uaŋ,ɲi53 kuei13 ɕin13 ŋo53 ɕin13 uaŋ31
CD,Chengdu,49,你姓王我也姓王，咱们两个人都姓王。,你姓王我也姓王，我们两个都姓王。,,ȵi ɕin uaŋ ŋo ie ɕin uaŋ ŋo mən niaŋ ko təu ɕin uaŋ,ȵi53 ɕin13 uaŋ31 ŋo53 ie53 ɕin13 uaŋ31 ŋo53 mən3155 niaŋ53 ko13 təu55 ɕin13 uaŋ,ɲi ɕin uaŋ ŋo ie ɕin uaŋ ŋo mən niaŋ ko təu ɕin uaŋ,ɲi53 ɕin13 uaŋ31 ŋo53 ie53 ɕin13 uaŋ31 ŋo53 mən3155 niaŋ53 ko13 təu55 ɕin13 uaŋ
CD,Chengdu,50,你先去吧，我们等一会儿再去。,"你先去嘛, 我们等下就来",,ȵi ɕian tɕˈie ma ŋo mən tən xər tɕiəu nai,ȵi53 ɕian55 tɕˈie13 ma53 ŋo53 mən3155 tən53 xər55 tɕiəu13 nai31,ɲi ɕian t͡ɕʰie ma ŋo mən tən xər t͡ɕiəu nai,ɲi53 ɕian55 t͡ɕʰie13 ma53 ŋo53 mən3155 tən53 xər55 t͡ɕiəu13 nai31
CD,Chengdu,51,你抽烟不抽?/你抽不抽烟?,你吃不吃烟?,,ȵi tsˈɿ pu tsˈɿ ian,ȵi53 tsˈɿ53 pu31 tsˈɿ53 ian55,ɲi t͡sʰɹ̩ pu t͡sʰɹ̩ ian,ɲi53 t͡sʰɹ̩53 pu31 t͡sʰɹ̩53 ian55
CD,Chengdu,52,你认得那个人不认得?,你认不认得倒那个人?,,ȵi zən pu zən te tau na ko zən,ȵi53 zən13 pu31 zən13 te31 tau53 na13 ko1355 zən31,ɲi zən pu zən te tau na ko zən,ɲi53 zən13 pu31 zən13 te31 tau53 na13 ko1355 zən31
