dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
TJ,Tianjin,1,有一回,有一回,,iou i xuei,iou13 i53 xuei45,iou13i53xuei45,iouixuei
TJ,Tianjin,2,北风跟太阳在那儿争论谁的本事大,北风跟太阳在那合儿争竞谁的本事大,,pei fəŋ kən tˈai iɑŋ tsai nɑ xər tsəŋ tɕiŋ sei ti pən sɿ tɑ,pei13 fəŋ21 kən21 tˈai53 iɑŋ45 tsai53 nɑ53 xər3 tsəŋ21 tɕiŋ1 sei45 ti3 pən13 sɿ3 tɑ53,pei13fəŋ21kən21tʰai53iɑŋ45t͡sai53nɑ53xər3t͡səŋ21t͡ɕiŋ1sei45ti3pən13sɹ̩3tɑ53,peifəŋkəntʰaiiɑŋt͡sainɑxərt͡səŋt͡ɕiŋseitipənsɹ̩tɑ
TJ,Tianjin,3,争来争去就是分不出高低来,争来争去还是分不出高低来,,tʂəŋ lai tsəŋ tɕˈy xai sɿ fən pu tsˈu kɑu ti lai,tʂəŋ21 lai4 tsəŋ21 tɕˈy53 xai45 sɿ53 fən21 pu3 tsˈu21 kɑu21-13 ti21 lai45,tʂəŋ21lai4t͡səŋ21t͡ɕʰy53xai45sɹ̩53fən21pu3t͡sʰu21kɑu21-13ti21lai45,tʂəŋlait͡səŋt͡ɕʰyxaisɹ̩fənput͡sʰukɑutilai
TJ,Tianjin,4,这时候路上来了个走道儿的,这功夫儿路上来了个走道儿的,,tsei kuŋ fur lu ʂɑŋ lai lə kə tsou tɑur ti,tsei53 kuŋ21 fur1 lu53 ʂɑŋ1 lai45 lə3 kə1 tsou13 tɑur53 ti1,t͡sei53kuŋ21fur1lu53ʂɑŋ1lai45lə3kə1t͡sou13tɑur53ti1,t͡seikuŋfurluʂɑŋlailəkət͡soutɑurti
TJ,Tianjin,5,他身上穿着件厚大衣,他身上穿着件儿厚大衣,,tˈɑ sən sɑŋ tsˈuan tʂə tɕiar xou tɑ i,tˈɑ21-13 sən21 sɑŋ3 tsˈuan21 tʂə3 tɕiar53 xou53 tɑ53 i21,tʰɑ21-13sən21sɑŋ3t͡sʰuan21tʂə3t͡ɕiar53xou53tɑ53i21,tʰɑsənsɑŋt͡sʰuantʂət͡ɕiarxoutɑi
TJ,Tianjin,6,他们俩就说好了,他们俩就说好了,,tˈɑ mən liɑ tɕiou suo xɑu lə,tˈɑ21 mən1 liɑ13 tɕiou53-45 suo21 xɑu13 lə3,tʰɑ21mən1liɑ13t͡ɕiou53-45suo21xɑu13lə3,tʰɑmənliɑt͡ɕiousuoxɑulə
TJ,Tianjin,7,谁能先叫这个走道儿的脱下他的厚大衣,谁能先叫这个走道儿的□下他的厚大衣,,sei nəŋ tɕˈian tɕiɑu tsei kə tsou tɑur ti lie çiɑ tˈɑ tə xou tɑ i ,sei45 nəŋ45 tɕˈian21 tɕiɑu53 tsei53 kə1 tsou13 tɑur53 ti1 lie21 çiɑ53 tˈɑ21 tə3 xou53 tɑ53-45 i21 ,sei45nəŋ45t͡ɕʰian21t͡ɕiɑu53t͡sei53kə1t͡sou13tɑur53ti1lie21çiɑ53tʰɑ21tə3xou53tɑ53-45i21,seinəŋt͡ɕʰiant͡ɕiɑut͡seikət͡soutɑurtilieçiɑtʰɑtəxoutɑi
TJ,Tianjin,8,就算谁的本事大,就算谁的本事大,,tsou suan sei ti pən sɿ tɑ,tsou53 suan53 sei45 ti3 pən13 sɿ3 tɑ53,t͡sou53suan53sei45ti3pən13sɹ̩3tɑ53,t͡sousuanseitipənsɹ̩tɑ
TJ,Tianjin,9,北风就使劲儿地刮起来了,北风就使劲儿地刮起来了,,pei fəŋ tɕiou sɿ tɕiər ti kuɑ tɕˈi lai lə,pei13 fəŋ21 tɕiou53 sɿ13 tɕiər53 ti1 kuɑ13 tɕˈi3 lai45 lə3,pei13fəŋ21t͡ɕiou53sɹ̩13t͡ɕiər53ti1kuɑ13t͡ɕʰi3lai45lə3,peifəŋt͡ɕiousɹ̩t͡ɕiərtikuɑt͡ɕʰilailə
TJ,Tianjin,10,不过他越是刮得厉害,不过他越刮得厉害,,pu kuo tˈɑ ye kuɑ ti lie xai,pu45 kuo53 tˈɑ21 ye53 kuɑ13 ti3 lie53 xai1,pu45kuo53tʰɑ21ye53kuɑ13ti3lie53xai1,pukuotʰɑyekuɑtiliexai
TJ,Tianjin,11,那个走道儿的把大衣裹得越紧,那个走道儿的把大衣裹得越紧,,nei kə tsou tɑur ti pɑ tɑ i kuo ti ye tɕin,nei53 kə1 tsou13 tɑur53 ti1 pɑ13 tɑ53-45 i21 kuo13 ti3 ye53 tɕin13,nei53kə1t͡sou13tɑur53ti1pɑ13tɑ53-45i21kuo13ti3ye53t͡ɕin13,neikət͡soutɑurtipɑtɑikuotiyet͡ɕin
TJ,Tianjin,12,后来北风没法儿了,后尾儿北风没辙了,,xou iər pei fəŋ mei tʂɤ lə,xou53 iər13 pei13 fəŋ21 mei45 tʂɤ45 lə3,xou53iər13pei13fəŋ21mei45tʂɤ45lə3,xouiərpeifəŋmeitʂɤlə
TJ,Tianjin,13,只好就算了,也就算了,,ie tɕiou suan lə,ie13 tɕiou53 suan53 lə1,ie13t͡ɕiou53suan53lə1,iet͡ɕiousuanlə
TJ,Tianjin,14,过了一会儿,过了不会儿,,kuo lə pu xuər,kuo53 lə1 pu53 xuər13,kuo53lə1pu53xuər13,kuoləpuxuər
TJ,Tianjin,15,太阳出来了,太阳出来了,,tˈai iɑŋ tsˈu lai lə,tˈai53 iɑŋ45 tsˈu21 lai1 lə1,tʰai53iɑŋ45t͡sʰu21lai1lə1,tʰaiiɑŋt͡sʰulailə
TJ,Tianjin,16,他火辣辣地一晒,他火烧火燎地一晒,,tˈɑ xuo ʂɑu xuo liɑu ti i sai,tˈɑ21 xuo13 ʂɑu21 xuo13-45 liɑu13 ti3 i45 sai53,tʰɑ21xuo13ʂɑu21xuo13-45liɑu13ti3i45sai53,tʰɑxuoʂɑuxuoliɑutiisai
TJ,Tianjin,17,那个走道儿的马上就把那件厚大衣脱下来了, 那个走道儿的马上就把那件儿厚大衣□下来了,,nei kə tsou tɑur ti mɑ ʂɑŋ tɕiou pɑ nei tɕiar xou tɑ i lie ɕiɑ lai lə,nei53 kə1 tsou13 tɑur53 ti1 mɑ13 ʂɑŋ53 tɕiou53 pɑ13 nei53 tɕiar53 xou53 tɑ53-45 i21 lie21 ɕiɑ1 lai45 lə1,nei53kə1t͡sou13tɑur53ti1mɑ13ʂɑŋ53t͡ɕiou53pɑ13nei53t͡ɕiar53xou53tɑ53-45i21lie21ɕiɑ1lai45lə1,neikət͡soutɑurtimɑʂɑŋt͡ɕioupɑneit͡ɕiarxoutɑilieɕiɑlailə
