dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
HF,Hefei,34,我真的没有那本书呀。,我真的没有那本书,,ʊ tʂən tiəʔ mɐʔ iɯ la pən ʂu,ʊ24 tʂən21 tiəʔ mɐʔ52 iɯ24 la53 pən24 ʂu21,ʊ24tʂən21tiəʔmɐʔ52iɯ24la53pən24ʂu21,ʊtʂəntiəʔmɐʔiɯlapənʂu
HF,Hefei,35,你告诉他。,你跟他讲,,li kən tˈa tɕiɑ̃,li24 kən2124 tˈa21 tɕiɑ̃24,li24kən2124tʰa21tɕiɑ̃24,likəntʰatɕiɑ̃
HF,Hefei,36,好好地走，不要跑。,好好走，不要跑,,xɔ xɔ tsɯ pəʔ iɔ pˈɔ,xɔ24 xɔ24 tsɯ24 pəʔ5 iɔ53 pˈɔ55,xɔ24xɔ24tsɯ24pəʔ5iɔ53pʰɔ55,xɔxɔtsɯpəʔiɔpʰɔ
HF,Hefei,37,小心跌下去爬不上来。,小心掉下去爬不上来,,ɕiɔ ɕin tiɔ ɕia tsˈɥ pˈa pəʔ ʂɑ̃ lE,ɕiɔ24 ɕin21 tiɔ53 ɕia tsˈɥ pˈa55 pəʔ ʂɑ̃53 lE,ɕiɔ24ɕin21tiɔ53ɕiatsʰɥpʰa55pəʔʂɑ̃53lɤ,ɕiɔɕintiɔɕiatsʰɥpʰapəʔʂɑ̃lɤ
HF,Hefei,38,医生叫你多睡睡。,医生叫你多睡睡,,zɿ sən tɕiɔ li tʊ ʂue ʂue,zɿ21 sən tɕiɔ53 li24 tʊ2124 ʂue53 ʂue,zɹ̩21səntɕiɔ53li24tʊ2124ʂue53ʂue,zɹ̩səntɕiɔlitʊʂueʂue
HF,Hefei,39,抽烟或者喝茶都不许。,吃烟跟喝茶都不许,,tɕˈiəʔ iɪ̃ kən xɐʔ tʂˈa tɯ pəʔ sɥ,tɕˈiəʔ5 iɪ̃21 kən21 xɐʔ52 tʂˈa55 tɯ24 pəʔ52 sɥ24,tɕʰiəʔ5iɪ̃21kən21xɐʔ52tʂʰa55tɯ24pəʔ52sɥ24,tɕʰiəʔiɪ̃kənxɐʔtʂʰatɯpəʔsɥ
HF,Hefei,40,烟也好，茶也好，我都不喜欢。,烟也好，茶也好，我都不喜欢,,iɪ̃ iE xɔ tʂˈa iE xɔ ʊ tɯ pəʔ sɿ xʊ̃,iɪ̃21 iE24 xɔ24 tʂˈa55 iE24 xɔ24 ʊ24 tɯ24 pəʔ52 sɿ24 xʊ̃,iɪ̃21iɤ24xɔ24tʂʰa55iɤ24xɔ24ʊ24tɯ24pəʔ52sɹ̩24xʊ̃,iɪ̃iɤxɔtʂʰaiɤxɔʊtɯpəʔsɹ̩xʊ̃
HF,Hefei,41,不管你去不去，反正我是要去的。,管你去不去，我高低是要去的,,kʊ̃ li tsˈɥ pəʔ tsˈɥ ʊ kɔ tsɿ ʂʅ iɔ tsˈɥ tiəʔ,kʊ̃24 li24 tsˈɥ53 pəʔ tsˈɥ53 ʊ24 kɔ2124 tsɿ21 ʂʅ53 iɔ53 tsˈɥ53 tiəʔ,kʊ̃24li24tsʰɥ53pəʔtsʰɥ53ʊ24kɔ2124tsɹ̩21ʂɻ̩53iɔ53tsʰɥ53tiəʔ,kʊ̃litsʰɥpəʔtsʰɥʊkɔtsɹ̩ʂɻ̩iɔtsʰɥtiəʔ
HF,Hefei,42,我非去不可。,我非要去,,ʊ fe iɔ tsˈɥ,ʊ24 fe2124 iɔ53 tsˈɥ53,ʊ24fe2124iɔ53tsʰɥ53,ʊfeiɔtsʰɥ
HF,Hefei,43,你是哪一年来的?,你是哪一年来的,,li ʂʅ la iəʔ liɪ̃ lE tiəʔ,li24 ʂʅ53 la24 iəʔ52 liɪ̃55 lE55 tiəʔ,li24ʂɻ̩53la24iəʔ52liɪ̃55lɤ55tiəʔ,liʂɻ̩laiəʔliɪ̃lɤtiəʔ
