dialect_id,dialect_name,sentence_id,meaning,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
MX,Meixian,1,有一回,有 一 摆 儿,,iu it pai,iu44-35 it1 pai31,iu44-35 it1 pai31,iu it pai
MX,Meixian,2,北风跟太阳在那儿争论谁的本事大,北风同日头在那儿拗□人个本事过大,,pet fuŋ tˈuŋ ŋit tˈeu hoi ke ie au man ŋin ke pun sɿ kuo tˈai,pet1 fuŋ44-35 tˈuŋ11 ŋit1 tˈeu11 hoi44-35 ke53-55 ie au53 man53-55 ŋin11 ke53 pun31 sɿ53 kuo53-55 tˈai53,pet1 fuŋ44-35 tˈuŋ11 ŋit1 tˈeu11 hoi44-35 ke53-55 ie au53 man53-55 ŋin11 ke53 pun31 sɹ̩53 kuo53-55 tˈai53,pet fuŋ tˈuŋ ŋit tˈeu hoi ke ie au man ŋin ke pun sɹ̩ kuo tˈai
MX,Meixian,,争来争去就是分不出高低来,拗来拗去无脈个结果,,au loi au hi mo mak ke kiat kuo,au53-55 loi11 au53-55 hi53 mo11 mak1 ke53 kiat1 kuo31,au53-55 loi11 au53-55 hi53 mo11 mak1 ke53 kiat1 kuo31,au loi au hi mo mak ke kiat kuo
MX,Meixian,,这时候路上来了个走道儿的,刚好那时候来一隻过路个人,,koŋ hau ke sɿ heu loi it tsak kuo lu ke ŋin,koŋ44-35 hau31 ke53-55 sɿ11 heu53-55 loi11 it1 tsak1 kuo53-55 lu53-55 ke53-55 ŋin11,koŋ44-35 hau31 ke53-55 sɹ̩11 heu53-55 loi11 it1 tsak1 kuo53-55 lu53-55 ke53-55 ŋin11,koŋ hau ke sɹ̩ heu loi it tsak kuo lu ke ŋin
MX,Meixian,,他身上穿着件厚大衣,佢身上着了一件贲棉袄,,ki sən hoŋ tsok e it kˈian pˈun mien au,ki11 sən44-35 hoŋ53-55 tsok1 e it1 kˈian53 pˈun44-35 mien11 au31,ki11 sən44-35 hoŋ53-55 tsok1 e it1 kˈian53 pˈun44-35 mien11 au31,ki sən hoŋ tsok e it kˈian pˈun mien au
MX,Meixian,,他们俩就说好了,佢两个就讲好了,,ki lioŋ ke ŋin tsˈiu koŋ hau ve,ki11 lioŋ31 ke53-55 ŋin11 tsˈiu53-55 koŋ31 hau31 ve,ki11 lioŋ31 ke53-55 ŋin11 tsˈiu53-55 koŋ31 hau31 ve,ki lioŋ ke ŋin tsˈiu koŋ hau ve
MX,Meixian,,谁能先叫这个走道儿的脱下他的厚大衣,□人係能够先喊那隻过路个人脱下佢身上个贲棉袄,,man ŋin he nen keu sien ham ke tsak kuo lu ke ŋin tˈot ha ki sən hoŋ ke pˈun mien au,man53-55 ŋin11 he53-55 nen11 keu53 sien44-35 ham53-55 ke53-55 tsak1 kuo53-55 lu53-55 ke53-55 ŋin11 tˈot1 ha44-35 ki11 sən44-35 hoŋ53-55 ke53-55 pˈun44-35 mien11 au31,man53-55 ŋin11 he53-55 nen11 keu53 sien44-35 ham53-55 ke53-55 tsak1 kuo53-55 lu53-55 ke53-55 ŋin11 tˈot1 ha44-35 ki11 sən44-35 hoŋ53-55 ke53-55 pˈun44-35 mien11 au31,man ŋin he nen keu sien ham ke tsak kuo lu ke ŋin tˈot ha ki sən hoŋ ke pˈun mien au
MX,Meixian,,就算谁的本事大,就算□人过有本事,,tsˈiu son man ŋin kuo iu pun sɿ,tsˈiu53-55 son53-55 man53-55 ŋin11 kuo53 iu44-35 pun31 sɿ53,tsˈiu53-55 son53-55 man53-55 ŋin11 kuo53 iu44-35 pun31 sɹ̩53,tsˈiu son man ŋin kuo iu pun sɹ̩
MX,Meixian,,北风就使劲儿地刮起来了,北风就尽刮起来 ,,pet fuŋ tsˈiu tsˈin kuat hi loi,pet1 fuŋ44-35 tsˈiu53 tsˈin53-55 kuat1 hi31 loi11,pet1 fuŋ44-35 tsˈiu53 tsˈin53-55 kuat1 hi31 loi11,pet fuŋ tsˈiu tsˈin kuat hi loi
MX,Meixian,,不过他越是刮得厉害,不过佢越刮,,put kuo ki iat kuat,put1 kuo53-55 ki11 iat5 kuat1,put1 kuo53-55 ki11 iat5 kuat1,put kuo ki iat kuat
