dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone,ipa_converted_with_tone,ipa_converted_no_tone
HF,Hefei,89,勺儿,勺子,,ʂuɐʔ tsə,ʂuɐʔ5 tsə,ʂuɐʔ5tsə,ʂuɐʔtsə
HF,Hefei,90,男人,男的,,læ̃ tiəʔ,læ̃55 tiəʔ,læ̃55tiəʔ,læ̃tiəʔ
HF,Hefei,91,女人,女的 ,,zɥ tiəʔ,zɥ24 tiəʔ,zɥ24tiəʔ,zɥtiəʔ
HF,Hefei,92,男孩子,小厮 ,,ɕiɔ sɿ,ɕiɔ24 sɿ,ɕiɔ24sɹ̩,ɕiɔsɹ̩
HF,Hefei,93,女孩子,丫头,,ia tˈɯ,ia21 tˈɯ,ia21tʰɯ,iatʰɯ
HF,Hefei,94,老头儿,老头子 ,,lɔ tˈɯ tsə,lɔ24 tˈɯ55 tsə,lɔ24tʰɯ55tsə,lɔtʰɯtsə
HF,Hefei,95,医生,医生 ,,zɿ sən,zɿ21 sən,zɹ̩21sən,zɹ̩sən
HF,Hefei,96,厨师,厨子 ,,tʂˈu tsə,tʂˈu55 tsə,tʂʰu55tsə,tʂʰutsə
HF,Hefei,97,乞丐,叫花子 ,,tɕiɔ xua tsə,tɕiɔ53 xua21 tsə,tɕiɔ53xua21tsə,tɕiɔxuatsə
HF,Hefei,98,保姆,帮工的 ,,pɑ̃ kəŋ tiəʔ,pɑ̃2124 kəŋ21 tiəʔ,pɑ̃2124kəŋ21tiəʔ,pɑ̃kəŋtiəʔ
HF,Hefei,99,病了,不好过 ,,pəʔ xɔ kʊ,pəʔ52 xɔ24 kʊ53,pəʔ52xɔ24kʊ53,pəʔxɔkʊ
HF,Hefei,100,伤风,伤风 ,,ʂɑ̃ fəŋ,ʂɑ̃2124 fəŋ21,ʂɑ̃2124fəŋ21,ʂɑ̃fəŋ
HF,Hefei,101,泻肚,跑稀 ,,pˈɔ sɿ,pˈɔ55 sɿ21,pʰɔ55sɹ̩21,pʰɔsɹ̩
HF,Hefei,102,瘸子,瘸子 ,,tɕˈyɐʔ tsə,tɕˈyɐʔ5 tsə,tɕʰyɐʔ5tsə,tɕʰyɐʔtsə
HF,Hefei,103,驼背,驼子 ,,tˈʊ tsə,tˈʊ55 tsə,tʰʊ55tsə,tʰʊtsə
HF,Hefei,104,死了,不在了,,pəʔ tsE lə,pəʔ5 tsE53 lə,pəʔ5tsɤ53lə,pəʔtsɤlə
HF,Hefei,105,看病,瞧病 ,,tɕˈiɔ pin,tɕˈiɔ55 pin53,tɕʰiɔ55pin53,tɕʰiɔpin
HF,Hefei,106,我,我,,ʊ,ʊ24,ʊ24,ʊ
HF,Hefei,107,你,你,,li,li24,li24,li
HF,Hefei,108,他,他,,tˈa,tˈa21,tʰa21,tʰa
HF,Hefei,109,我们,我们,,ʊ mən,ʊ24 mən,ʊ24mən,ʊmən
HF,Hefei,110,你们,你们,,li mən,li24 mən,li24mən,limən
HF,Hefei,111,他们,他们,,tˈa mən,tˈa21 mən,tʰa21mən,tʰamən
HF,Hefei,112,咱们,我们 ,,ʊ mən,ʊ24 mən,ʊ24mən,ʊmən
HF,Hefei,113,自己,自己 ,,tsɿ tsɿ,tsɿ53 tsɿ24,tsɹ̩53tsɹ̩24,tsɹ̩tsɹ̩
HF,Hefei,114,谁,哈个,,xa kə,xa24 kə,xa24kə,xakə
HF,Hefei,115,什么,哄个,,xəŋ kə,xəŋ53 kə,xəŋ53kə,xəŋkə
HF,Hefei,116,这里,第奥子,,ti ɔ tsə,ti53 ɔ tsə,ti53ɔtsə,tiɔtsə
HF,Hefei,117,那里,那奥子 ,,la ɔ tsə,la53 ɔ tsə,la53ɔtsə,laɔtsə
HF,Hefei,118,哪里,哪格子,,la kə tsə,la24 kə tsə,la24kətsə,lakətsə
HF,Hefei,119,这个,第个 ,,ti kə,ti53 kə,ti53kə,tikə
HF,Hefei,120,那个,那个 ,,la kə,la53 kə,la53kə,lakə
HF,Hefei,121,哪一个,哈一个,,xa iəʔ kə,xa24 iəʔ5 kə,xa24iəʔ5kə,xaiəʔkə
HF,Hefei,122,怎么样,怎样 ,,tsən iɑ̃,tsən24 iɑ̃53,tsən24iɑ̃53,tsəniɑ̃
HF,Hefei,123,一位客人,个,,kə,kə53,kə53,kə
HF,Hefei,124,一双鞋,双,,ʂuɑ̃,ʂuɑ̃21,ʂuɑ̃21,ʂuɑ̃
HF,Hefei,125,一床被,床,,tʂˈuɑ̃,tʂˈuɑ̃55,tʂʰuɑ̃55,tʂʰuɑ̃
HF,Hefei,126,一辆车,挂,,kua,kua53,kua53,kua
HF,Hefei,127,一条牛,条,,tˈiɔ,tˈiɔ55,tʰiɔ55,tʰiɔ
HF,Hefei,128,一口猪,口,,kˈɯ,kˈɯ24,kʰɯ24,kʰɯ
HF,Hefei,129,听一会儿,一霎子,,,,,
HF,Hefei,130,打一下,,,,,,
HF,Hefei,131,上头,高头 ,,kɔ tˈɯ,kɔ21 tˈɯ,kɔ21tʰɯ,kɔtʰɯ
HF,Hefei,132,下头,底下 ,,tsɿ ɕia,tsɿ24 ɕia,tsɹ̩24ɕia,tsɹ̩ɕia
HF,Hefei,133,左边,左半个 ,,tsʊ pʊ̃ kə,tsʊ24 pʊ̃53 kə,tsʊ24pʊ̃53kə,tsʊpʊ̃kə
HF,Hefei,134,右边,右半个 ,,iɯ pʊ̃ kə,iɯ53 pʊ̃53 kə,iɯ53pʊ̃53kə,iɯpʊ̃kə
HF,Hefei,135,当中,中间 ,,tʂəŋ tɕɪ̃,tʂəŋ2124 tɕɪ̃21,tʂəŋ2124tɕɪ̃21,tʂəŋtɕɪ̃
HF,Hefei,136,里面,里头,,zɿ tˈɯ,zɿ24 tˈɯ,zɹ̩24tʰɯ,zɹ̩tʰɯ
HF,Hefei,137,外面,外头 ,,uE tˈɯ,uE53 tˈɯ,uɤ53tʰɯ,uɤtʰɯ
HF,Hefei,138,甜,甜,,tˈiɪ̃,tˈiɪ̃55,tʰiɪ̃55,tʰiɪ̃
HF,Hefei,139,酸,酸,,sʊ̃,sʊ̃21,sʊ̃21,sʊ̃
HF,Hefei,140,咸,咸,,ɕiɪ̃,ɕiɪ̃55,ɕiɪ̃55,ɕiɪ̃
HF,Hefei,141,淡,淡,,tæ̃,tæ̃53,tæ̃53,tæ̃
HF,Hefei,142,胖,胖,,pˈɑ̃,pˈɑ̃53,pʰɑ̃53,pʰɑ̃
HF,Hefei,143,瘦,瘦,,sɯ,sɯ53,sɯ53,sɯ
HF,Hefei,144,冷,冷,,lən,lən24,lən24,lən
HF,Hefei,145,热,热,,ʐɐʔ,ʐɐʔ5,ʐɐʔ5,ʐɐʔ
HF,Hefei,146,香,香,,ɕiɑ̃,ɕiɑ̃21,ɕiɑ̃21,ɕiɑ̃
HF,Hefei,147,臭,臭,,tʂˈɯ,tʂˈɯ53,tʂʰɯ53,tʂʰɯ
HF,Hefei,148,粗,粗,,tsˈu,tsˈu21,tsʰu21,tsʰu
HF,Hefei,149,细,细,,sɿ,sɿ53,sɹ̩53,sɹ̩
HF,Hefei,150,长,长,,tʂˈɑ̃,tʂˈɑ̃55,tʂʰɑ̃55,tʂʰɑ̃
HF,Hefei,151,短,短,,tʊ̃,tʊ̃24,tʊ̃24,tʊ̃
HF,Hefei,152,脏,脏,,tsɑ̃,tsɑ̃21,tsɑ̃21,tsɑ̃
HF,Hefei,153,干净,清亮 ,,tɕˈin liɑ̃,tɕˈin21 liɑ̃,tɕʰin21liɑ̃,tɕʰinliɑ̃
HF,Hefei,154,便宜,巧,,tɕˈiɔ,tɕˈiɔ24,tɕʰiɔ24,tɕʰiɔ
HF,Hefei,155,刚(来),才 ,,tsˈE,tsˈE55,tsʰɤ55,tsʰɤ
HF,Hefei,156,刚(合适),正 ,,tʂən,tʂən53,tʂən53,tʂən
HF,Hefei,157,正好,将好 ,,tɕiɑ̃ xʊ,tɕiɑ̃21 xʊ24,tɕiɑ̃21xʊ24,tɕiɑ̃xʊ
HF,Hefei,158,和,跟 ,,kən,kən21,kən21,kən
HF,Hefei,159,只,只 ,,tʂəʔ,tʂəʔ,tʂəʔ,tʂəʔ
HF,Hefei,160,从,从 ,,tsˈəŋ,tsˈəŋ55,tsʰəŋ55,tsʰəŋ
HF,Hefei,161,替,帮 ,,pɑ̃,pɑ̃21,pɑ̃21,pɑ̃
HF,Hefei,162,拿,拿 ,,la,la55,la55,la
HF,Hefei,163,故意,故意 ,,ku zɿ,ku53 zɿ53,ku53zɹ̩53,kuzɹ̩
HF,Hefei,164,一,一,,iəʔ,iəʔ5,iəʔ5,iəʔ
HF,Hefei,165,二,二,,a,a53,a53,a
HF,Hefei,166,三,三,,sæ̃,sæ̃21,sæ̃21,sæ̃
HF,Hefei,167,四,四,,sɿ,sɿ53,sɹ̩53,sɹ̩
HF,Hefei,168,五,五,,u,u24,u24,u
HF,Hefei,169,六,六,,ləʔ,ləʔ5,ləʔ5,ləʔ
