dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone
KM,Kunming,176,二十,二十,,,ə212 ʂʅ31
KM,Kunming,177,二十一,二十一,,,ə212 ʂʅ31 i31
KM,Kunming,178,一百二十一,一百二十一,,,i31 pə31 ə212 ʂʅ31 i31
KM,Kunming,179,第一,第一,,,ti212 i31
KM,Kunming,180,第二,第二,,,ti212 ə212
KM,Kunming,181,两里,两里,,,liÃ53 li53
KM,Kunming,182,二两,二两,,,ə212 liÃ53
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
