dialect_id,dialect_name,word_id,concept,othography,english,ipa_no_tone,ipa_with_tone
PY,Pingyao,070,外祖父,讲爷,,,tɕiɑŋ53 iE13
PY,Pingyao,071,外祖母,婆婆,,,pæ53 pæ53-35
PY,Pingyao,072,舅舅,舅舅,,,tɕiəu35 tɕiəu35-53
PY,Pingyao,073,舅母,妗子,,,tɕiŋ35 tsʌʔ13-53
PY,Pingyao,074,丈夫,男人,,,nɑŋ13 ʐəŋ13
PY,Pingyao,075,妻子,老婆,,,lɔ53 pei13
PY,Pingyao,076,儿子,小子,,,ɕiɔ53 tsʌʔ13
PY,Pingyao,077,女儿,闺女,,,tɕy13-31 nzɥ53
PY,Pingyao,078,早饭,早起饭,,,tsɔ53 tɕˈi53 xuɑŋ35-31
PY,Pingyao,079,午饭,晌午饭,,,suə53 u53 xuɑŋ35
PY,Pingyao,080,晚饭,黑间饭,,,xʌʔ13 tɕiɑŋ13 xuɑŋ35
PY,Pingyao,081,面条,擀面,,,kɑŋ53 miE35
PY,Pingyao,082,馒头,黂黂,,,mei13-31 mei13-35
PY,Pingyao,083,包子,包儿,,,pɔ13-31 ʐʌʔ13-35
PY,Pingyao,084,馄饨,馄饨,,,xuŋ13 tuŋ13
PY,Pingyao,085,醋,醋,,,tsˈəu35
PY,Pingyao,086,酱油,酱油,,,tɕiɑŋ35 iəu13-53
PY,Pingyao,087,盐,咸盐,,,ɕiɑŋ13 iE13
PY,Pingyao,088,筷子,筷子,,,kˈuæ35 tsʌʔ13-53
PY,Pingyao,089,勺儿,匙匙,,,sɿ13 sɿ13
PY,Pingyao,090,男人,汉,,,xɑŋ35
PY,Pingyao,091,女人,婆姨们,,,pei13 i13 məŋ13
PY,Pingyao,092,男孩子,小子,,,ɕiɔ53 tsʌʔ13
PY,Pingyao,093,女孩子,女子,,,nzɥ53 tsʌʔ13
PY,Pingyao,094,老头儿,老汉,,,lɔ53 xɑŋ35
PY,Pingyao,095,医生,医生,,,i13-31 səŋ13-35
PY,Pingyao,096,厨师,做饭的,,,tsuʌʔ13-31 xuɑŋ35 tiʌʔ13-53
PY,Pingyao,097,乞丐,叫花子,,,tɕiɔ35 xuɑ13-53 tsʌʔ13-31
PY,Pingyao,098,保姆,料孩儿,,,liɔ35-13 xei13 ʐʌʔ13-31 tiʌʔ13-35
PY,Pingyao,099,病了,不得受,,,pʌʔ13 tʌʔ13-35 ʂəu35-53
PY,Pingyao,100,伤风,拍着了,,,pˈiʌʔ13 tsuʌʔ53 liɑ53
